Article_number;Stock;Stock_BE;ETA;ETA_Confirmed;Status;Classe_comm;last_update
45796/01/33;0;10;15/10/2026;10/08/2026;;Competitive;19.07.2026
45796/01/35;1;36;;;;Competitive;19.07.2026
45796/01/44;0;35;15/09/2026;10/08/2026;;Competitive;19.07.2026
45799/01/30;0;28;;10/08/2026;;Competitive;19.07.2026
45987/01/30;0;393;;;;Competitive;19.07.2026
45987/01/33;0;409;;;;Competitive;19.07.2026
46100/20/31;0;56;15/11/2026;;;Neutral;19.07.2026
46100/32/30;0;166;;;;Neutral;19.07.2026
46100/32/31;0;33;30/09/2026;;;Neutral;19.07.2026
46100/42/30;0;19;;;;Neutral;19.07.2026
46100/42/31;0;31;15/11/2026;;;Neutral;19.07.2026
46100/80/30;0;43;;;;Neutral;19.07.2026
46100/80/31;0;25;;;;Neutral;19.07.2026
46103/20/02;0;44;;10/08/2026;;Neutral;19.07.2026
46103/20/30;0;7;15/11/2026;10/08/2026;;Neutral;19.07.2026
46103/38/02;0;57;30/09/2026;;;Neutral;19.07.2026
46103/38/30;0;65;30/09/2026;;;Neutral;19.07.2026
46124/50/41;0;0;15/09/2026;;New Phase 1;Premium;19.07.2026
46199/25/30;0;137;;;;Competitive;19.07.2026
46199/25/31;0;106;;;;Competitive;19.07.2026
46201/06/30;0;96;;;;Competitive;19.07.2026
46201/06/31;0;82;;;;Competitive;19.07.2026
46201/08/30;0;64;;;;Competitive;19.07.2026
46201/08/31;0;83;;;;Competitive;19.07.2026
46225/20/96;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
46225/28/96;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
46400/42/30;0;57;;;;Neutral;19.07.2026
46400/42/31;0;103;;;;Neutral;19.07.2026
46402/99/30;2;10;;;;Neutral;19.07.2026
46402/99/31;0;36;;;;Neutral;19.07.2026
46403/48/02;0;48;15/11/2026;10/08/2026;;Neutral;19.07.2026
46403/48/30;0;57;15/11/2026;;;Neutral;19.07.2026
46403/92/02;0;48;;;;Premium;19.07.2026
46403/92/30;0;38;;;;Premium;19.07.2026
46403/99/02;0;36;15/11/2026;;;Premium;19.07.2026
46403/99/30;0;36;;10/08/2026;;Premium;19.07.2026
46404/02/97;0;0;;;New Phase 1;Vibes;19.07.2026
46404/80/97;0;44;15/11/2026;;;Vibes;19.07.2026
46404/99/97;0;29;15/11/2026;10/08/2026;;Vibes;19.07.2026
46413/03/61;0;103;;;;Competitive;19.07.2026
46413/13/61;0;0;;;Liquidation;Competitive;19.07.2026
46417/06/10;0;0;;;Liquidation;Neutral;19.07.2026
46417/06/30;2;0;;;Dropped out;;19.07.2026
46421/60/30;0;39;;10/08/2026;New Phase 1;Vibes;19.07.2026
46421/60/31;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
46422/76/30;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
46422/76/31;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
46423/60/30;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
46423/60/31;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
46424/50/41;0;0;15/09/2026;;New Phase 1;Premium;19.07.2026
46424/60/41;0;0;15/09/2026;;New Phase 1;Premium;19.07.2026
46511/05/02;6;0;;;Dropped out;;19.07.2026
46511/05/30;4;0;;;Dropped out;;19.07.2026
46516/01/31;0;92;;;;Neutral;19.07.2026
46516/01/35;0;0;;;Liquidation;Neutral;19.07.2026
46516/01/53;0;36;;21/07/2026;;Neutral;19.07.2026
46520/03/02;0;202;;;;Competitive;19.07.2026
46520/03/08;0;359;;;;Competitive;19.07.2026
46520/03/17;0;205;;;;Competitive;19.07.2026
46619/03/41;0;87;31/10/2026;;;Competitive;19.07.2026
46704/40/97;0;0;;;New Phase 1;Vibes;19.07.2026
47500/81/11;0;64;;;;Competitive;19.07.2026
47500/81/17;0;500;;;;Competitive;19.07.2026
47502/81/36;0;487;;;;Competitive;19.07.2026
47502/81/38;0;500;15/09/2026;;;Competitive;19.07.2026
47503/81/31;0;146;;;;Competitive;19.07.2026
47503/81/36;0;210;15/09/2026;;;Competitive;19.07.2026
47506/81/36;2;45;15/09/2026;;;Competitive;19.07.2026
47506/81/38;2;358;15/09/2026;;;Competitive;19.07.2026
47506/81/43;2;500;15/10/2026;;;Competitive;19.07.2026
47508/81/30;2;174;15/11/2026;;;Competitive;19.07.2026
47508/81/31;0;90;15/09/2026;;;Competitive;19.07.2026
47509/81/30;0;216;;;New Phase 2;Essential;19.07.2026
47509/81/31;0;218;;;New Phase 2;Essential;19.07.2026
47511/81/43;0;36;;;New Phase 2;Vibes;19.07.2026
47512/81/43;0;34;;;New Phase 1;Vibes;19.07.2026
47550/81/30;0;112;;10/08/2026;New Phase 2;Essential;19.07.2026
47550/81/41;0;112;;10/08/2026;New Phase 2;Essential;19.07.2026
47551/81/38;0;111;;10/08/2026;New Phase 2;Essential;19.07.2026
47551/81/41;0;112;;10/08/2026;New Phase 2;Essential;19.07.2026
49006/05/30;0;496;31/08/2026;03/08/2026;;Competitive;19.07.2026
49006/05/31;1;336;15/10/2026;31/08/2026;;Competitive;19.07.2026
49006/05/36;2;0;;;Dropped out;;19.07.2026
49006/15/30;0;549;15/10/2026;;;Competitive;19.07.2026
49006/15/31;0;159;30/09/2026;;;Competitive;19.07.2026
49006/16/30;0;406;30/09/2026;;;Competitive;19.07.2026
49006/16/31;0;192;30/09/2026;;;Competitive;19.07.2026
49008/05/60;9;242;30/09/2026;;;Competitive;19.07.2026
49009/05/30;0;739;;;;Competitive;19.07.2026
49009/05/31;0;302;30/09/2026;;;Competitive;19.07.2026
49009/05/36;1;0;;;Dropped out;;19.07.2026
49010/05/30;0;1000;;;;Competitive;19.07.2026
49010/05/31;7;1000;;;;Competitive;19.07.2026
49016/05/60;8;0;;;Dropped out;;19.07.2026
49020/05/10;4;0;;;Dropped out;;19.07.2026
49021/04/60;0;312;;;;Competitive;19.07.2026
49021/04/67;0;749;;;;Competitive;19.07.2026
49022/04/60;0;6;15/09/2026;03/08/2026;;Competitive;19.07.2026
49022/04/67;0;428;;;;Competitive;19.07.2026
49023/04/67;6;0;;;Dropped out;;19.07.2026
49023/14/60;1;0;;;Dropped out;;19.07.2026
49029/01/31;5;204;30/09/2026;;;Competitive;19.07.2026
49032/04/62;2;0;;;Dropped out;;19.07.2026
49032/05/60;0;478;30/09/2026;;;Competitive;19.07.2026
49032/05/62;0;1000;15/10/2026;03/08/2026;;Competitive;19.07.2026
49032/95/62;0;565;;;;Competitive;19.07.2026
49033/05/60;0;150;15/09/2026;;;Competitive;19.07.2026
49033/05/62;2;659;15/10/2026;03/08/2026;;Competitive;19.07.2026
49033/95/62;0;340;;;;Competitive;19.07.2026
49034/04/62;10;1000;;;;Competitive;19.07.2026
49034/05/60;0;415;15/10/2026;;;Competitive;19.07.2026
49034/05/62;0;1000;;;;Competitive;19.07.2026
49034/95/62;0;233;30/09/2026;;;Competitive;19.07.2026
49035/05/62;0;486;30/09/2026;03/08/2026;;Competitive;19.07.2026
49035/20/62;0;339;30/09/2026;;;Competitive;19.07.2026
49035/25/62;4;342;30/09/2026;;;Competitive;19.07.2026
49035/30/62;0;320;30/09/2026;03/08/2026;;Competitive;19.07.2026
49035/95/62;0;369;;;;Competitive;19.07.2026
49035/96/62;0;404;;;;Competitive;19.07.2026
49035/97/62;0;427;;;;Competitive;19.07.2026
49035/98/62;0;426;;;;Competitive;19.07.2026
49036/03/62;0;580;;;;Competitive;19.07.2026
49036/95/62;0;437;;;;Competitive;19.07.2026
49041/12/30;0;258;30/09/2026;;;Competitive;19.07.2026
49041/12/31;0;22;15/10/2026;;;Competitive;19.07.2026
49042/04/62;0;1000;15/10/2026;;;Competitive;19.07.2026
49042/05/60;0;231;31/10/2026;;;Competitive;19.07.2026
49042/05/62;3;1000;15/10/2026;;;Competitive;19.07.2026
49042/95/62;0;178;15/10/2026;03/08/2026;;Competitive;19.07.2026
49043/03/62;0;678;15/10/2026;;;Competitive;19.07.2026
49043/95/62;0;291;;;;Competitive;19.07.2026
49045/03/60;0;325;30/09/2026;;;Competitive;19.07.2026
49045/03/62;0;1000;;;;Competitive;19.07.2026
49045/95/62;0;275;;;;Competitive;19.07.2026
49046/03/60;0;413;;;;Competitive;19.07.2026
49046/03/62;3;1000;30/09/2026;;;Competitive;19.07.2026
49046/95/62;0;187;15/10/2026;;;Competitive;19.07.2026
49047/30/65;4;0;;;Dropped out;;19.07.2026
49048/05/61;5;750;;;;Competitive;19.07.2026
49051/04/61;6;0;;;Dropped out;;19.07.2026
49054/04/62;0;0;;31/08/2026;New Phase 2;Competitive;19.07.2026
49055/04/62;0;0;;31/08/2026;New Phase 1;Competitive;19.07.2026
49056/04/62;0;0;;31/08/2026;New Phase 1;Competitive;19.07.2026
49057/04/62;0;0;;31/08/2026;New Phase 1;Competitive;19.07.2026
49065/05/65;4;0;;;Dropped out;;19.07.2026
49066/08/61;0;822;15/09/2026;;;Competitive;19.07.2026
49067/08/61;0;258;15/09/2026;;;Competitive;19.07.2026
49068/05/62;0;329;;;;Competitive;19.07.2026
49069/05/62;0;348;;;;Competitive;19.07.2026
49070/08/62;0;338;;;;Competitive;19.07.2026
49080/07/60;0;0;;;Liquidation;Competitive;19.07.2026
49081/07/60;0;0;;;Liquidation;Competitive;19.07.2026
49083/07/60;0;0;;;Liquidation;Competitive;19.07.2026
49085/07/60;0;547;;;;Competitive;19.07.2026
49086/07/60;0;1000;;;;Competitive;19.07.2026
49087/07/60;0;65;;03/08/2026;;Competitive;19.07.2026
49088/07/60;0;1000;;;;Competitive;19.07.2026
49089/07/60;0;1000;;;;Competitive;19.07.2026
49093/04/30;0;400;15/10/2026;31/08/2026;;Competitive;19.07.2026
49094/04/30;0;1000;31/08/2026;03/08/2026;;Competitive;19.07.2026
49094/12/30;0;272;30/09/2026;03/08/2026;;Competitive;19.07.2026
49095/03/31;0;344;30/09/2026;;;Competitive;19.07.2026
49096/05/30;0;606;;03/08/2026;;Competitive;19.07.2026
49097/03/31;0;170;30/09/2026;03/08/2026;;Competitive;19.07.2026
49097/09/31;0;248;;03/08/2026;New Phase 1;Competitive;19.07.2026
49098/05/30;0;280;;;;Competitive;19.07.2026
49099/05/30;0;573;15/10/2026;;;Competitive;19.07.2026
50000/00/30;0;210;;;;Competitive;19.07.2026
50000/00/31;0;176;;;;Competitive;19.07.2026
50004/22/00;214;0;;;Dropped out;;19.07.2026
50105/32/31;104;0;;;Dropped out;;19.07.2026
50310/10/00;5;0;;;Dropped out;;19.07.2026
51102/43/38;0;0;15/09/2026;;New Phase 2;Essential;19.07.2026
51402/01/38;0;0;15/09/2026;;New Phase 2;Essential;19.07.2026
51402/04/38;0;0;15/09/2026;;New Phase 2;Essential;19.07.2026
51500/20/38;0;147;;;;Competitive;19.07.2026
51500/20/55;0;68;;03/08/2026;;Competitive;19.07.2026
51500/20/66;0;500;;;;Competitive;19.07.2026
51500/20/68;0;161;;;;Competitive;19.07.2026
51901/01/02;0;284;;;;Competitive;19.07.2026
51901/02/02;0;311;;;;Competitive;19.07.2026
51901/13/02;0;314;;;;Competitive;19.07.2026
52100/54/02;0;12;21/08/2026;24/07/2026;;Premium;19.07.2026
52201/18/05;0;0;30/09/2026;;New Phase 1;Premium;19.07.2026
52400/59/02;0;61;15/09/2026;24/07/2026;;Premium;19.07.2026
52400/74/02;0;31;;24/07/2026;;Premium;19.07.2026
52401/54/05;0;38;;24/07/2026;New Phase 2;Premium;19.07.2026
52501/19/02;0;0;;;Liquidation;Premium;19.07.2026
52501/19/05;0;37;;;New Phase 2;Premium;19.07.2026
52502/01/02;0;153;;21/08/2026;;Competitive;19.07.2026
52502/01/08;0;212;;21/08/2026;;Competitive;19.07.2026
52502/01/11;0;118;;21/08/2026;;Competitive;19.07.2026
52700/28/02;0;0;15/10/2026;24/07/2026;;Premium;19.07.2026
52701/38/05;0;36;;24/07/2026;New Phase 2;Premium;19.07.2026
53100/30/30;0;85;15/09/2026;27/07/2026;;Essential;19.07.2026
53102/24/30;0;37;15/10/2026;;;Competitive;19.07.2026
53103/22/30;0;72;31/10/2026;;;Competitive;19.07.2026
53104/22/30;0;33;;27/07/2026;;Competitive;19.07.2026
53112/36/41;0;0;03/08/2026;27/07/2026;;Essential;19.07.2026
53113/36/41;0;31;;03/08/2026;;Essential;19.07.2026
53115/36/41;0;0;;;New Phase 1;Essential;19.07.2026
53116/36/30;0;0;;;New Phase 1;Essential;19.07.2026
53117/58/41;0;0;;27/07/2026;New Phase 1;Essential;19.07.2026
53901/01/30;0;289;;;;Competitive;19.07.2026
53901/01/41;0;187;;;;Competitive;19.07.2026
53901/12/30;0;311;;;;Competitive;19.07.2026
53901/12/41;0;106;;;;Competitive;19.07.2026
53901/13/30;0;206;;;;Competitive;19.07.2026
53901/13/41;0;83;;;;Competitive;19.07.2026
53909/01/30;0;165;;;;Competitive;19.07.2026
53909/02/30;0;61;;10/08/2026;;Competitive;19.07.2026
53909/03/30;0;195;;;;Competitive;19.07.2026
53910/01/30;0;381;10/08/2026;03/08/2026;;Competitive;19.07.2026
53910/01/31;0;69;31/10/2026;10/08/2026;;Competitive;19.07.2026
53910/02/30;0;497;10/08/2026;27/07/2026;;Competitive;19.07.2026
53910/02/31;0;3;31/10/2026;10/08/2026;;Competitive;19.07.2026
53910/03/30;0;500;03/08/2026;27/07/2026;;Competitive;19.07.2026
53910/03/31;0;95;31/10/2026;10/08/2026;;Competitive;19.07.2026
53914/01/41;0;44;;03/08/2026;New Phase 2;Essential;19.07.2026
53914/02/41;0;39;;03/08/2026;New Phase 2;Essential;19.07.2026
53914/03/41;0;39;;03/08/2026;New Phase 2;Essential;19.07.2026
53914/13/41;0;0;31/10/2026;03/08/2026;New Phase 2;Essential;19.07.2026
53915/01/41;0;0;30/09/2026;;New Phase 1;Competitive;19.07.2026
54500/01/34;0;72;;;;Essential;19.07.2026
54500/01/38;0;205;;;;Essential;19.07.2026
54500/01/43;0;144;;;;Essential;19.07.2026
54500/01/66;0;126;;;;Essential;19.07.2026
55107/15/05;0;0;15/09/2026;;New Phase 1;Premium;19.07.2026
55107/15/08;0;0;15/09/2026;;New Phase 1;Premium;19.07.2026
55900/00/00;0;0;;;;Premium;19.07.2026
55900/00/01;0;0;;;;Premium;19.07.2026
55900/00/05;0;0;;;;Premium;19.07.2026
55900/00/08;0;0;;;;Premium;19.07.2026
55900/01/05;0;144;;;;Premium;19.07.2026
55900/01/08;0;162;;;;Premium;19.07.2026
55900/03/05;0;40;;;;Premium;19.07.2026
55900/03/08;0;41;;;;Premium;19.07.2026
55900/04/05;0;94;;;;Premium;19.07.2026
55900/04/08;0;0;;;;Premium;19.07.2026
55900/05/05;0;43;;;;Premium;19.07.2026
55900/05/08;0;44;;;;Premium;19.07.2026
55900/07/05;0;38;;;;Premium;19.07.2026
55900/07/08;0;38;;;;Premium;19.07.2026
55900/08/05;0;60;;;;Premium;19.07.2026
55900/08/08;0;56;;;;Premium;19.07.2026
55900/09/05;0;32;;;;Premium;19.07.2026
55900/09/08;0;30;;;;Premium;19.07.2026
55900/10/05;0;55;;;;Premium;19.07.2026
55900/10/08;0;40;;;;Premium;19.07.2026
55900/11/05;0;0;;;;Premium;19.07.2026
55900/11/08;0;78;;;;Premium;19.07.2026
55900/13/05;0;38;;;;Premium;19.07.2026
55900/13/08;0;51;;;;Premium;19.07.2026
55900/14/05;0;41;;;;Premium;19.07.2026
55900/14/08;0;41;;;;Premium;19.07.2026
55900/15/99;0;104;;;;Premium;19.07.2026
55900/16/31;0;49;;;;Premium;19.07.2026
55900/17/05;0;0;;;;Premium;19.07.2026
55900/17/08;0;0;;;;Premium;19.07.2026
55900/18/05;0;0;;;;Premium;19.07.2026
55900/18/08;0;0;;;New Phase 2;Premium;19.07.2026
55900/19/05;0;39;;;;Premium;19.07.2026
55900/19/08;0;48;;;;Premium;19.07.2026
55900/20/05;0;0;;;;Premium;19.07.2026
55900/20/08;0;0;;;;Premium;19.07.2026
55900/50/05;0;0;;;;Premium;19.07.2026
55900/50/08;0;0;;;;Premium;19.07.2026
55900/97/05;0;47;;;;Premium;19.07.2026
55900/97/08;0;39;;;;Premium;19.07.2026
55900/98/05;0;49;;;;Premium;19.07.2026
55900/98/08;0;52;;;;Premium;19.07.2026
55901/08/05;0;0;;;;Premium;19.07.2026
55901/08/08;0;0;;;;Premium;19.07.2026
55901/16/05;0;0;;;;Premium;19.07.2026
55901/16/08;0;12;;;;Premium;19.07.2026
55902/10/05;0;0;;;;Premium;19.07.2026
55902/10/08;0;0;;;;Premium;19.07.2026
55902/20/05;0;45;;;;Premium;19.07.2026
55902/20/08;0;52;;;;Premium;19.07.2026
55903/12/05;0;32;;;;Premium;19.07.2026
55903/12/08;0;37;;;;Premium;19.07.2026
55903/24/05;0;33;;;;Premium;19.07.2026
55903/24/08;0;41;;;;Premium;19.07.2026
55904/06/05;0;55;;;;Premium;19.07.2026
55904/06/08;0;60;;;;Premium;19.07.2026
55904/08/05;0;56;;;;Premium;19.07.2026
55904/08/08;0;59;;;;Premium;19.07.2026
55905/08/05;0;32;;;;Premium;19.07.2026
55905/08/08;0;47;;;;Premium;19.07.2026
55906/08/05;0;35;;;;Premium;19.07.2026
55906/08/08;0;47;;;;Premium;19.07.2026
55908/08/05;0;41;;;;Premium;19.07.2026
55908/08/08;0;39;;;;Premium;19.07.2026
55909/10/05;0;14;;;;Premium;19.07.2026
55909/10/08;0;40;;;;Premium;19.07.2026
55910/08/05;0;0;;;New Phase 1;Premium;19.07.2026
55910/08/08;0;0;15/09/2026;;New Phase 1;Premium;19.07.2026
55911/10/05;0;0;;;New Phase 1;Premium;19.07.2026
55911/10/08;0;0;;;New Phase 1;Premium;19.07.2026
55912/10/05;0;0;;;New Phase 1;Premium;19.07.2026
55912/10/08;0;0;;;New Phase 1;Premium;19.07.2026
55920/00/05;0;0;;;New Phase 1;Premium;19.07.2026
55920/00/08;0;0;;;New Phase 1;Premium;19.07.2026
55930/00/05;0;0;15/09/2026;;New Phase 1;Premium;19.07.2026
55930/00/08;0;0;15/09/2026;;New Phase 1;Premium;19.07.2026
55950/08/05;0;0;;;New Phase 2;Premium;19.07.2026
55950/08/08;0;0;;;New Phase 2;Premium;19.07.2026
55951/12/05;0;0;;;New Phase 2;Premium;19.07.2026
55951/12/08;0;0;;;New Phase 2;Premium;19.07.2026
55953/15/05;0;0;;;New Phase 1;Premium;19.07.2026
55953/15/08;0;0;;;New Phase 1;Premium;19.07.2026
55954/08/05;0;0;;;New Phase 1;Premium;19.07.2026
55954/08/08;0;0;;;New Phase 1;Premium;19.07.2026
55954/16/05;0;0;;;New Phase 1;Premium;19.07.2026
55954/16/08;0;0;;;New Phase 1;Premium;19.07.2026
56505/06/15;0;62;;;;Premium;19.07.2026
56505/06/30;0;58;;;;Premium;19.07.2026
56505/06/32;0;54;;;;Premium;19.07.2026
57150/10/30;0;201;;;;Competitive;19.07.2026
57250/10/30;0;228;;;;Competitive;19.07.2026
57251/06/30;0;47;;;;Premium;19.07.2026
57700/03/65;0;0;;;Liquidation;Competitive;19.07.2026
57900/01/65;0;88;;;;Competitive;19.07.2026
57900/04/65;0;166;;;;Competitive;19.07.2026
57900/13/65;0;234;;;;Competitive;19.07.2026
62100/36/96;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
62101/20/41;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
62400/36/96;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
62401/20/41;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
62404/05/05;0;0;15/10/2026;;New Phase 1;Vibes;19.07.2026
62404/15/05;0;0;15/10/2026;;New Phase 1;Vibes;19.07.2026
62404/25/05;0;0;15/10/2026;;New Phase 1;Vibes;19.07.2026
62500/12/96;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
62605/08/35;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
62605/08/41;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
62605/08/57;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
62700/20/96;0;0;15/09/2026;;New Phase 1;Vibes;19.07.2026
63800/01/30;2;115;;;New Phase 2;Essential;19.07.2026
63800/02/30;2;113;;;New Phase 2;Essential;19.07.2026
64400/36/30;0;0;;;New Phase 1;Premium;19.07.2026
64400/40/30;0;0;;;New Phase 1;Premium;19.07.2026
65206/11/33;3;21;15/09/2026;03/08/2026;;Essential;19.07.2026
65206/11/38;5;18;15/09/2026;;;Essential;19.07.2026
65401/04/05;0;57;;;;Essential;19.07.2026
65401/04/41;0;48;;;;Essential;19.07.2026
65404/40/38;0;45;15/09/2026;;;Essential;19.07.2026
65404/40/41;0;90;;;;Essential;19.07.2026
65404/40/53;0;30;;03/08/2026;;Essential;19.07.2026
65405/56/38;0;38;;03/08/2026;;Vibes;19.07.2026
65405/56/41;0;33;;03/08/2026;;Vibes;19.07.2026
65500/01/33;0;36;;03/08/2026;;Essential;19.07.2026
65500/01/55;0;74;;;;Essential;19.07.2026
65501/01/05;0;65;;;;Essential;19.07.2026
65501/01/41;0;47;;;;Essential;19.07.2026
65502/33/38;0;4;15/10/2026;03/08/2026;;Vibes;19.07.2026
65502/33/41;0;0;15/10/2026;03/08/2026;;Vibes;19.07.2026
65502/33/53;0;0;15/10/2026;03/08/2026;;Vibes;19.07.2026
65502/52/38;0;0;15/10/2026;03/08/2026;;Vibes;19.07.2026
65502/52/41;0;0;15/10/2026;03/08/2026;;Vibes;19.07.2026
65502/52/53;0;0;15/10/2026;03/08/2026;;Vibes;19.07.2026
65503/01/38;0;33;;03/08/2026;;Vibes;19.07.2026
65503/01/41;0;35;;03/08/2026;;Vibes;19.07.2026
65506/01/33;2;57;15/09/2026;;;Essential;19.07.2026
65506/01/38;1;40;15/09/2026;;;Essential;19.07.2026
65701/02/05;0;49;31/10/2026;;;Essential;19.07.2026
65701/02/41;0;75;15/09/2026;;;Essential;19.07.2026
65702/01/38;0;25;;03/08/2026;;Vibes;19.07.2026
65702/01/41;0;31;;03/08/2026;;Vibes;19.07.2026
65705/01/38;0;40;;03/08/2026;;Vibes;19.07.2026
65705/01/41;0;37;;03/08/2026;;Vibes;19.07.2026
65706/01/33;2;15;15/09/2026;;;Essential;19.07.2026
65706/01/38;0;62;15/09/2026;;;Essential;19.07.2026
65901/01/05;0;108;;;;Essential;19.07.2026
65901/01/41;0;100;;;;Essential;19.07.2026
65901/02/05;0;68;;;;Essential;19.07.2026
65901/02/41;0;58;;;;Essential;19.07.2026
65901/04/05;0;74;;;;Essential;19.07.2026
65901/04/41;0;62;;;;Essential;19.07.2026
65901/13/05;0;70;;;;Essential;19.07.2026
65901/13/41;0;62;;;;Essential;19.07.2026
66800/07/30;0;77;;;;Essential;19.07.2026
66800/08/30;0;77;;;;Essential;19.07.2026
68200/06/15;0;48;;;;Premium;19.07.2026
68200/06/96;0;41;;;;Premium;19.07.2026
68210/06/30;0;44;;;;Neutral;19.07.2026
68210/09/30;0;63;;;;Neutral;19.07.2026
68211/81/30;0;36;;;;Neutral;19.07.2026
68211/82/30;0;51;;;;Neutral;19.07.2026
68400/75/15;0;38;;;;Premium;19.07.2026
68400/75/96;0;37;;;;Premium;19.07.2026
68400/92/15;0;42;;;;Premium;19.07.2026
68400/92/96;0;32;;;;Premium;19.07.2026
68500/05/15;0;53;;;;Premium;19.07.2026
68500/05/96;0;50;;;;Premium;19.07.2026
68510/11/30;0;130;;;;Neutral;19.07.2026
68511/81/30;0;49;;;;Neutral;19.07.2026
68700/05/15;0;54;;;;Premium;19.07.2026
68700/05/96;0;35;;;;Premium;19.07.2026
68710/33/30;0;49;;;;Neutral;19.07.2026
68711/81/30;0;60;;;;Neutral;19.07.2026
68711/82/30;0;47;;;;Neutral;19.07.2026
69200/06/30;0;174;;31/08/2026;;Competitive;19.07.2026
69200/06/31;0;103;;;;Competitive;19.07.2026
69201/06/30;0;208;;;;Competitive;19.07.2026
69201/06/31;0;219;;;;Competitive;19.07.2026
69800/01/30;0;306;;;;Competitive;19.07.2026
69800/01/31;0;190;;;;Competitive;19.07.2026
69800/02/30;0;67;30/10/2026;31/08/2026;;Competitive;19.07.2026
69800/02/31;0;446;;;;Competitive;19.07.2026
69801/01/30;0;242;;;;Competitive;19.07.2026
69801/01/31;0;500;;;;Competitive;19.07.2026
69801/02/30;0;150;;31/08/2026;;Competitive;19.07.2026
69801/02/31;0;396;;;;Competitive;19.07.2026
69802/01/30;0;500;;;;Competitive;19.07.2026
69802/02/30;0;283;;;;Competitive;19.07.2026
69803/01/30;0;126;30/10/2026;;;Competitive;19.07.2026
69803/02/30;0;473;;;;Competitive;19.07.2026
69805/12/30;0;189;30/10/2026;;;Competitive;19.07.2026
69805/12/97;0;0;15/09/2026;;New Phase 1;Competitive;19.07.2026
69806/12/30;0;206;;;;Competitive;19.07.2026
69807/09/97;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69807/10/97;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69807/18/97;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69807/19/97;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69808/12/99;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69809/12/99;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69810/07/30;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69810/07/97;0;0;;31/08/2026;New Phase 1;Essential;19.07.2026
69811/07/30;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69811/07/97;0;0;;31/08/2026;New Phase 1;Essential;19.07.2026
69814/01/97;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69815/01/97;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69815/02/97;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69816/06/11;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69816/06/41;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69817/06/11;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69817/06/41;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69818/10/41;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69819/10/41;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69820/12/11;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69820/12/41;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69820/12/96;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69821/12/11;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69821/12/41;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69821/12/96;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69822/01/41;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69822/02/41;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69823/01/41;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
69823/02/41;0;0;15/09/2026;;New Phase 1;Essential;19.07.2026
70284/01/11;0;0;;;Liquidation;Competitive;19.07.2026
70483/03/11;4;0;;;Liquidation;Competitive;19.07.2026
70583/01/11;2;0;;;Dropped out;;19.07.2026
71100/40/09;0;216;;;;Neutral;19.07.2026
71101/48/02;0;271;;;;Neutral;19.07.2026
71102/40/30;1;38;;24/07/2026;;Neutral;19.07.2026
71102/40/31;0;55;;;;Neutral;19.07.2026
71367/50/31;0;220;;;;Neutral;19.07.2026
71590/03/31;0;152;;;;Competitive;19.07.2026
71591/03/66;0;50;;31/08/2026;;Competitive;19.07.2026
71592/03/85;0;78;;;;Competitive;19.07.2026
71593/03/30;0;69;;31/08/2026;;Competitive;19.07.2026
